Адрес|Статус|Кадастровый номер|GUID дома|GUID ФИАС|ОКТМО|Способ управления|ОГРН УО|Управляющая организация|Тип дома|Состояние|Общая площадь|Жилая площадь|Дата сноса|Помещений всего|КВ|НЖ|ММ|ОИ|ЛК|ЧКВ|ERR|Квартир с комнатами
192241, Санкт-Петербург г, ул. Турку, д. 23, корп. 1, литер А|МКД|78:13:0007411:5403|f4dae439-2090-46f4-884f-f1c6de194c9b|c52e1ce8-07dd-432d-be64-9b93c29c4482|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|13530.2000|13413.2||271|252|19|0|0|0|35|0|6
192241, Санкт-Петербург г, ул. Турку, д. 23, корп. 2, литер А|МКД|78:13:0007411:5404|a2573c71-fd9a-4601-ac42-3998f65b96a7|97d996ba-8534-4409-8431-60c7f2a14252|40903000|ЖК|1037835009937|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ №208|Многоквартирный|Исправный|4089.0000|4033.7||90|90|0|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 23, корп. 3, литер А|МКД|78:13:0007411:5402|ee6ffd95-27a1-4863-8bd7-4e46b15b8f3e|7ce8fd65-139b-46dc-be2b-9bf53acc1942|40903000|ЖК|1037835009937|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ №208|Многоквартирный|Исправный|4080.1000|4024.6||90|89|0|0|0|0|0|1|0
192241, Санкт-Петербург г, ул. Турку, д. 24, корп. 1, литер А|МКД|78:13:0007418:4771|62e1bee4-4b96-4d0c-af1d-8455ff5ba8dd|ea3f59ad-2fbf-4976-bce6-70befd5af0b2|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11260.5000|11211.05||226|216|10|0|0|0|83|0|14
192241, Санкт-Петербург г, ул. Турку, д. 25, корп. 1, литер А|МКД|78:13:0007416:1033|55b87d46-ec37-4e82-829a-a565d243a080|fdea646e-e7bf-4bf3-9e76-9f19c5d5d4f4|40903000|ЖК|1027807967835|"ЖИЛИЩНЫЙ КООПЕРАТИВ ""ТУРКУ 25/1"""|Многоквартирный|Исправный|11374.5000|10761.9||126|122|4|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 26, корп. 2, литер А|МКД|78:13:0007418:4774|fe8b21d2-e7d2-4ecf-86a9-e40545afee26|297942ef-a8c6-46df-8da3-889d391b48c1|40903000|УО|1207800132968|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК ЛИДЕР СЕВЕР"""|Многоквартирный|Исправный|14072.8000|13818.5||367|341|25|0|0|0|0|1|0
192241, Санкт-Петербург г, ул. Турку, д. 26, литер А|МКД|78:13:0007418:4772|798d546a-f789-4706-bbb5-648ae4150ff9|d2b8ffc4-edad-4be7-a505-bcb45353ffe6|40903000|УО|1177847352396|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-ЭКСПЛУАТАЦИОННАЯ КОНТОРА №1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11278.6000|11161.65||225|216|9|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 27, литер А|МКД|78:13:0007416:1026|bdfe18b4-1777-4e97-93f8-8a58d5825848|bed88694-cd97-466e-89c6-808b9719609d|40903000|ТСЖ|1067847254507|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ТУРКУ 27"""|Многоквартирный|Исправный|32607.9000|||683|634|46|0|1|0|0|2|0
192241, Санкт-Петербург г, ул. Турку, д. 28, корп. 1, литер А|МКД|78:13:0007418:4775|2c9f3f80-31bd-4726-b78e-18382b76db8d|0cc473a2-51b3-4107-a5c0-402201222006|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|4548.7000|4495.42||103|100|3|0|0|0|4|0|1
192241, Санкт-Петербург г, ул. Турку, д. 28, корп. 2, литер А|МКД|78:13:0007418:4777|2fadf35a-bccd-42f7-a66e-4115540e97af|7dbc90f9-f2eb-4c00-a82d-765721c524bb|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|4547.7000|4495.77||102|100|2|0|0|0|4|0|1
192241, Санкт-Петербург г, ул. Турку, д. 28, корп. 3, литер А|МКД|78:13:0007418:4778|3e0016d5-9660-4188-be9a-9c6d1028f52c|924468f8-48e8-474f-81e2-f9a12f31cbd9|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|4540.5000|4488||103|100|3|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 28, корп. 5, литер А|МКД|78:13:0007418:4776|8d169e5c-5ce0-4dcb-984a-f2f5ee59a805|074944ba-1aaa-44be-89e1-ce2eee2dc9b3|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2094.4000|1988.8||47|45|2|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 29, корп. 1, литер А|МКД|78:13:0007416:1034|dee44738-a928-44fb-9c03-e86703ec9b78|38ae712b-3e9a-4e90-9c0d-1473ff204404|40903000|ТСЖ|1067847931766|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""УЛИЦА ТУРКУ ДОМ 29 КОРПУС 1"""|Многоквартирный|Исправный|22096.3000|21768.5||462|438|20|0|0|0|0|4|0
192241, Санкт-Петербург г, ул. Турку, д. 31, литер А|МКД|78:13:0007416:4182|c4c50283-375f-48ef-a88a-114cb2ebec7c|a169009d-f984-4293-8aa5-33a2721f4aa9|40903000|ЖК|1037835004580|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ №1299|Многоквартирный|Исправный|21946.0000|13633.5||454|437|17|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 32, корп. 1, литер А|МКД|78:13:0007418:4782|39d92b45-2be2-4b44-849b-ae34d2c6b629|2cc02616-fb79-4aa0-8764-ec85cebb7c40|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11301.6000|11238.31||225|216|9|0|0|0|39|0|5
192241, Санкт-Петербург г, ул. Турку, д. 32, корп. 2, литер А|МКД|78:13:0007418:4781|be0609a8-6df6-43d9-acc4-7a35b10231e4|2af4881d-f95f-4a47-93d6-d4ecc56c1893|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|4516.8000|4465.1||119|100|19|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 32, корп. 3, литер А|МКД|78:13:0007418:4780|0d04beee-1a23-4246-8c8e-3b98f8f40bbe|fb37172a-2028-49ec-84ff-5f10a807062f|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|4558.6000|4506||119|100|19|0|0|0|0|0|0
192241, Санкт-Петербург г, ул. Турку, д. 32, корп. 4, литер А|МКД|78:13:0007418:4779|956799ff-3b8a-4189-a5cc-cbae27036a5f|9921ec9c-6074-4a5b-a834-14048d1ef7ea|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|4540.2000|4488.2||126|100|26|0|0|0|3|0|1
192241, Санкт-Петербург г, ш. Южное, д. 100, литер А|МКД|78:13:0741502:3773|d5af03b6-af01-4e6d-85ef-186f51d6beab|a3b015a3-aaf8-43bd-8c8d-e544e7b644a3|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|576.6000|447.1||9|8|1|0|0|0|3|0|1
192241, Санкт-Петербург г, ш. Южное, д. 102, литер А|МКД|78:13:0741502:3774|ca4d85a4-0c32-4c51-9323-3fcb42743a6f|4f84365e-ca36-4774-b722-ab83e4d74ef4|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|4297.9000|3499.5||65|65|0|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 106, литер А|МКД|78:13:0741502:3775|c06da0cd-f1d8-485a-8460-92ddb314a767|78b2974f-ff69-42bb-828a-9fc90e7794e1|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|498.9000|441.6||9|8|1|0|0|0|7|0|3
192241, Санкт-Петербург г, ш. Южное, д. 108, литер А|МКД|78:13:0741502:3005|225bd377-af2f-45d8-8424-2aea6911f329|10d347d5-0c31-4d95-9e42-0c5c57f90d5e|40903000|УО|1177847352396|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-ЭКСПЛУАТАЦИОННАЯ КОНТОРА №1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2494.3000|1677||32|25|3|0|1|0|0|3|0
192241, Санкт-Петербург г, ш. Южное, д. 110, литер А|МКД|78:13:0741502:3776|c06f01b2-2adf-4edb-9182-d0e04a0fc752|09687c34-39ba-4ee7-8d64-6378c534c55a|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|568.4000|441.1||9|8|1|0|0|0|3|0|1
192241, Санкт-Петербург г, ш. Южное, д. 114, литер А|МКД|78:13:0741502:3009|2a249b7a-c35c-48d9-acd3-c83f3463ce2e|be20f4e3-aa4b-4df6-a7dd-0c01f9529e70|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|576.2000|442.8||9|8|1|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 116, литер А|МКД|78:13:0741502:3010|42dc7fa4-d89c-43f8-8e95-4739f944d01d|3a18d41e-5147-45ac-8887-cd15ba7f4bb7|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|566.3000|443.8||11|8|3|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 45, корп. 3, строение 1|МКД|78:13:0007420:11933|fea07041-a1b8-4ebf-852a-27975db8bdf6|60af42a9-46af-4b5f-bf1b-ef3ec88c699c|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|28051.9000|16968.9||345|322|23|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 45, корп. 4, строение 1|МКД|78:13:0007420:12279|d686c9b7-2563-4fe7-93b8-0fb482ce33f5|cdaf3014-8063-405d-b068-33ecc7184b2e|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|17479.3000|11081.9||213|198|15|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 47, корп. 3, строение 1|МКД|78:13:0007420:11562|b26ea788-fed0-4c62-b0ae-42b73805bb01|e920131c-23f2-467b-a86a-c451ec48a0e3|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|32260.7000|18392||368|332|36|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 47, корп. 4, строение 1|МКД|78:13:0007420:11190|0da67268-dad3-4c3f-a221-9ac14aa11d96|2393bf0f-7b43-4bd6-a872-d008dca6468d|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|28138.3000|16039.6||371|345|26|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 49, корп. 2, строение 1|МКД|78:13:0007420:10796|c4db1967-0593-492b-8906-849f21fe9cf5|e62cc4c4-16b7-45f8-80c4-c091a8dce6a2|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|33039.7000|18344||392|355|37|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 51, корп. 1, строение 1|МКД|78:13:0007420:10121|352922e9-b1ee-4711-a14b-10e3d85f48a6|115eb0e9-f32b-492f-9697-f21d706f06b1|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|25601.3000|18705.2||408|378|30|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 51, корп. 3, строение 1|МКД|78:13:0007420:9473|1675189d-239a-4ac0-8093-9a795df6aae7|8025026e-228d-43dd-b225-cae7db36c812|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|23551.3000|17328||384|356|28|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 53, корп. 2, строение 1|МКД|78:13:0007420:9858|fb72bebd-affd-41d6-a110-d71131f70371|9bc1b532-a4b6-4268-a83d-530be47c25be|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|16010.6000|11766.4||262|240|22|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 53, корп. 3, строение 1|МКД|78:13:0007420:10533|802c4fbc-ef51-462f-9f94-a690edb04630|95dec0ae-30c7-444d-a372-f37a9ab05d82|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|19940.6000|11799||262|240|22|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 53, корп. 4, литер А|МКД|78:13:0007420:8363|cdc8ffcb-986e-4ffd-8ad2-12c258c5890d|b4ba1b1c-a4c9-4bbc-8c8e-ac26266d091d|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|30289.3000|22582||497|469|28|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 53, корп. 5, литер А|МКД|78:13:0007420:8861|a863eb46-3b52-4d08-8512-b0675659baee|a4527e62-2511-48a9-b16c-abd7ea05ba81|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|39870.3000|29556.4||606|569|37|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 55, корп. 1, литер А|МКД|78:13:0007420:6854|5907bc36-3ff5-49ed-bf30-9d5a9b409d8d|1fdb03c4-6717-4af8-a869-cda49f74e9d6|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|27684.5000|23593.1||529|480|49|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 55, корп. 3, литер А|МКД|78:13:0007420:6674|8886f7a5-dce1-4272-b9f7-34eb8b1d57c8|1090cf7a-b741-4d09-afbd-4964a242e207|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|7873.8000|7592.3||179|165|14|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 55, корп. 4, литер А|МКД|78:13:0007420:6088|6561bf80-125c-4fe6-bdbc-8d97e71d55dc|17ef037d-168f-4501-8713-8c51e455dac4|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|13220.9000|9952.9||200|171|29|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 55, корп. 5, литер А|МКД|78:13:0007420:7892|6a8cf5e9-221c-49a0-8787-8b953c207dec|60fe699d-9a6a-4777-afba-dbc633a04689|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|26879.0000|22723.2||464|426|38|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 55, корп. 6, литер А|МКД|78:13:0007420:7425|cad4f0ca-3f1c-48df-b304-f5e7ca10aa34|6d26927a-c126-45d5-86a7-19b19070f46a|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|28425.8000|24270.2||466|428|38|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 56, литер А|МКД|78:13:0741502:3767|742ff3b3-d6e3-4093-96a5-f299a4e53633|cf62dd5c-6cf8-464e-a2cc-035c0103b19f|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|1717.3000|1457.01||28|27|1|0|0|0|10|0|4
192241, Санкт-Петербург г, ш. Южное, д. 57, корп. 2, литер А|МКД|78:13:0007420:6289|69344ec9-22aa-4c90-8f39-c7e8e4bcaf62|07568932-564a-4ba7-b722-722fe3f3bf69|40906000|УО|1147847546109|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФИЯ"""|Многоквартирный|Исправный|20955.8000|17523.9||378|345|33|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 58, литер А|МКД|78:13:0741502:3768|ab033a55-ab12-4057-8a61-3f126c93df29|4de43b6f-6449-4c68-9faf-18cab2e210ce|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|1992.6000|1991.6||48|48|0|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 60, литер А|МКД|78:13:0741502:3020|8f1ed7d3-49f5-42d5-ba70-b6ccf4759150|764421f4-ef2e-47af-8f8e-ef76c0434711|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|1511.5000|1185.3||21|15|6|0|0|0|15|0|4
192241, Санкт-Петербург г, ш. Южное, д. 62, литер А|МКД|78:13:0741502:3013|2016adc4-a374-46b0-9974-b644ef46f4ba|7ee66b46-a2ca-43f5-ac49-ac08dc9b0e79|40903000|Не выбран|||Многоквартирный||1234.0000|||0|0|0|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 64, литер А|МКД|78:13:0741502:3769|cfc2246b-b556-4dae-a27c-a247e1db40dd|c1a05876-6bce-416f-b6cb-0fe00c10d801|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2753.3000|2699||62|60|2|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 66, литер А|МКД|78:13:0741502:3007|69be7417-b326-4a8b-a265-b0e9f4ee41bf|ff971d1d-5d6c-40d5-b3d0-ac21d517cca9|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|1534.3000|1022.77||21|13|8|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 68, литер А|МКД|78:13:0741502:3770|ff6138c9-ffc3-4d79-bc91-75b81a54d1c1|9a74ff00-dd77-452b-a6c0-6444160e95ca|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|1282.3000|1033.8||19|16|3|0|0|0|5|0|2
192241, Санкт-Петербург г, ш. Южное, д. 72, литер А|МКД|78:13:0741502:3771|602560d4-6320-46b2-9961-bd9fc169d27f|dc68d2c5-02e6-4d55-b0a6-f4294b5f165b|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2518.4000|2503||61|60|1|0|0|0|0|0|0
192241, Санкт-Петербург г, ш. Южное, д. 74, литер А|МКД|78:13:0741502:3008|dc5e194c-181e-49a5-b8ef-92b7791b4ccb|40bc5d98-b9b4-4508-96d4-5d8fbad76bfa|40903000|УО|1027808003464|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГЕЛЕМА"""|Многоквартирный|Исправный|2573.4000|2404.4||59|56|3|0|0|0|2|0|1
192241, Санкт-Петербург г, ш. Южное, д. 76, литер А|МКД|78:13:0741502:3772|c25feab5-cf91-43ed-bb2e-7adf6b92ba56|ddc6033a-7188-4ccd-a639-4eaacb6ebfa9|40903000|УО|1089847212036|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС №2 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|1316.3000|1061.51||18|16|2|0|0|0|25|0|5
192242, Санкт-Петербург г, ул. Белградская, д. 10, корп. 1, литер А|МКД|78:13:0007408:3029|02fc94a3-4fc5-438e-9d82-d4bd4cb19d55|dcc70cdc-536c-4741-9fc8-d86424dca765|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|17814.0000|17696.4||346|324|22|0|0|0|4|0|4
192242, Санкт-Петербург г, ул. Белградская, д. 10, корп. 2, литер А|МКД|78:13:0007408:3030|9c701ebd-8532-4e8a-b18d-28ddadc0ce8b|485bc3a1-768e-453d-aabd-c33bc1bc3965|40904000|ЖК|1037835018715|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ №578|Многоквартирный|Исправный|3555.5000|3502.5||87|80|7|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белградская, д. 10, корп. 3, литер А|МКД|78:13:0007408:3031|ecb7d0fe-9a98-48e6-a799-49d80117936d|71f194a7-5087-4af5-8f32-665122e7aeaf|40904000|ЖК|1027808006775|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ № 579|Многоквартирный|Исправный|3544.5000|2362||82|80|1|0|0|0|0|1|0
192242, Санкт-Петербург г, ул. Белградская, д. 6, корп. 1, литер А|МКД|78:13:0007408:3028|2d1a6318-4036-479f-b61d-25e9d781a5f3|577a464e-6c95-4cf8-80ee-002f1bccf65a|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|17704.8000|17580.91||344|324|20|0|0|0|11|0|11
192242, Санкт-Петербург г, ул. Белградская, д. 6, корп. 2, литер А|МКД|78:13:0007408:3027|90f21fac-4f57-406e-8d9f-571dac64a083|569c5d30-b2c8-446e-9716-fde0b5758afc|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|13543.4000|13367.22||271|252|19|0|0|0|5|0|5
192242, Санкт-Петербург г, ул. Белградская, д. 6, корп. 3, литер А|МКД|78:13:0007408:3024|602f760c-3877-4cc0-b536-ca846c8dc60b|ea6f5ad5-b9ed-4c73-b12f-3e6a63015414|40904000|ЖК|1037835010531|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ №576|Многоквартирный|Исправный|3542.1000|3474.83||87|80|7|0|0|0|0|0|0
