Адрес|Статус|Кадастровый номер|GUID дома|GUID ФИАС|ОКТМО|Способ управления|ОГРН УО|Управляющая организация|Тип дома|Состояние|Общая площадь|Жилая площадь|Дата сноса|Помещений всего|КВ|НЖ|ММ|ОИ|ЛК|ЧКВ|ERR|Квартир с комнатами
192242, Санкт-Петербург г, ул. Белградская, д. 6, корп. 4, литер А|МКД|78:13:0007408:3026|b094a4d5-cca6-426c-8dd9-b1ec6758336a|353bdebb-8c67-47e8-a2e6-8e596518bfea|40904000|ЖК|1037835030749|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ № 577|Многоквартирный|Исправный|3554.7000|3501||87|80|7|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белградская, д. 6, корп. 7, литер А|МКД|78:13:0007408:3025|8c85d49e-7fe7-4215-b6e3-cd71febb36f4|5fdb64cd-7ca2-4994-b97a-11f59ee9c777|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|4779.9000|4679.23||87|79|8|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белградская, д. 8, корп. 1, литер А|МКД|78:13:0007408:1061|e65a93a8-c2a2-4f1c-a3d1-8cf105b2c440|c2dde6db-bad0-490a-8a58-753f263e6fd4|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|10057.2000|9616||197|190|7|0|0|0|1|0|1
192242, Санкт-Петербург г, ул. Белы Куна, д. 1, корп. 1, литер А|МКД|78:13:0741201:3004|09e9afb8-4db4-4d77-849d-f6c115c75e87|36197e0d-c77d-48fa-8861-f75bfcb5f144|40904000|ТСЖ|1117847495358|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""МЕЖДУНАРОДНЫЙ-1"""|Многоквартирный|Исправный|13800.2000|13772||276|240|27|0|9|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 1, корп. 2, литер А|МКД|78:13:0741201:3003|39cd2267-263a-4285-a1b6-e40702492488|bc9b136f-3934-4bf0-9f54-a1e8b5385848|40904000|ТСЖ|1137847165873|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""МЕЖДУНАРОДНЫЙ-2"""|Многоквартирный|Исправный|13829.4000|13053||252|240|8|0|4|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 1, корп. 3, литер А|МКД|78:13:0741201:3005|49d0cfd0-a478-44ea-9d63-70a19867a560|4efc768d-1ca4-41e1-a283-0a3f4b223b65|40904000|ТСЖ|1137847332237|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""МЕЖДУНАРОДНЫЙ-3"""|Многоквартирный|Исправный|13865.6000|13979||250|241|5|0|4|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 2, корп. 1, литер А|МКД|78:13:0007407:3020|0e031760-ea6d-4ca5-9430-29c25f2309e8|e24b817e-f188-4f13-b66e-c5206154917a|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|17311.7000|16544.15||380|313|51|0|8|0|6|8|6
192242, Санкт-Петербург г, ул. Белы Куна, д. 2, корп. 2, литер А|МКД|78:13:0007407:5942|bafb25cc-620d-464c-a90c-b18a7d6307c5|d800ef6a-8666-41ef-bed5-cb91243aa412|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|3537.6000|3491.7||86|80|6|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 2, корп. 3, литер А|МКД|78:13:0007407:5943|2fa7921e-224b-4bbd-8984-cfde8dfeff68|78cf90a3-fd87-42d8-9b37-c2683db6fb15|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|7083.1000|6988.07||170|159|11|0|0|0|1|0|1
192242, Санкт-Петербург г, ул. Белы Куна, д. 4, корп. 1, литер А|МКД|78:13:0007407:3019|0c2918d4-3326-4fce-b4c3-6e9b93c20df0|c5384a91-b91f-429c-914f-3679ba242294|40902000|ТСЖ|1037835003931|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БАРС"""|Многоквартирный|Исправный|5953.0000|2922.7||113|99|14|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 4, корп. 2, литер А|МКД|78:13:0007407:3005|adff6f7e-45fb-4870-a3c7-fcbce650e450|9434ccd7-b9c3-4b87-8e62-a61c0dbe174d|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2105.9000|2003.73||48|45|3|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 4, корп. 3, литер А|МКД|78:13:0007407:5945|2acfd1dc-07dd-407c-a24f-6984be5ab5ca|330118d6-e5b2-4e5b-a377-a4cbd677ea3c|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2101.9000|1997.5||47|45|2|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Белы Куна, д. 4, корп. 4, литер А|МКД|78:13:0007407:5944|eb8fc4a6-5c51-4abb-859d-2a17c0fd487f|15f5bd55-0c91-46cb-a277-78022f54d5ff|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|2146.1000|1985.08||47|45|2|0|0|0|1|0|1
192242, Санкт-Петербург г, ул. Белы Куна, д. 6, корп. 1, литер А|МКД|78:13:0007407:3007|61e96892-88c1-4203-af39-056572334044|6091eb53-dee6-49ae-a1d7-311e54bfdd84|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11232.4000|10579.53||258|198|37|0|6|0|37|17|10
192242, Санкт-Петербург г, ул. Белы Куна, д. 6, корп. 2, литер А|МКД|78:13:0007407:5946|5a04357f-dc25-4b6f-a730-df63f5b627c2|4217fd05-a245-4e66-a426-a96f3e330a1e|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|3541.9000|3498.16||90|80|10|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 10, корп. 2, литер А|МКД|78:13:0007407:5951|17180fd7-127a-4baa-b7f4-5e20aa79bf85|725e607a-3ba1-435a-9391-d3e89b98b024|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11315.3000|11222.49||232|216|16|0|0|0|8|0|8
192242, Санкт-Петербург г, ул. Будапештская, д. 12, литер А|МКД|78:13:0007407:5952|408d08ad-2ae3-40da-96f4-bfcaa27f5f51|afa7cfd7-d735-44fd-a705-a7d4da44297c|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|7184.1000|7043.2||163|159|4|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 14, корп. 1, литер А|МКД|78:13:0007407:3018|5f30ba3f-8349-43c9-931d-cef55a7d89ab|7598c542-a730-4361-ae4e-0cbc0515ab42|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|25767.0000|25361.49||472|462|4|0|3|0|0|3|0
192242, Санкт-Петербург г, ул. Будапештская, д. 14, корп. 2, литер А|МКД|78:13:0007407:5953|85ebe56f-6dc6-44a3-8232-1a89d2fc6b7c|407554d3-899a-44d8-b3c3-8a9eb8b06920|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11677.0000|11628.69||221|216|5|0|0|0|4|0|4
192242, Санкт-Петербург г, ул. Будапештская, д. 2, корп. 1, строение 1|МКД|78:13:0007407:8953|91923af6-b7b5-4f1b-bb04-0b0871062871|fa3da9f7-6930-495d-a4f6-84446f0f348a|40902000|УО|1187847217359|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОСИТИ"""|Многоквартирный|Исправный|20912.1000|11553||344|246|87|0|9|0|0|2|0
192242, Санкт-Петербург г, ул. Будапештская, д. 3, корп. 2, литер А|МКД|78:13:0740201:3053|3b2601d7-2899-4f21-a45b-d15bcc3962a7|0153903a-f6bc-40c9-84dc-bd17fcb4b703|40904000|ЖК|1037835017220|ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ № 525|Многоквартирный|Исправный|11901.3000|11602.74||310|287|22|0|0|0|0|1|0
192242, Санкт-Петербург г, ул. Будапештская, д. 4, литер А|МКД|78:13:0007407:5948|02ed6338-1a2f-4f0a-a3ff-6307e23057c4|43fab096-c2f4-42b5-8cdf-3a7d49ea8691|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|32157.3000|31519.96||672|627|44|0|0|0|9|1|7
192242, Санкт-Петербург г, ул. Будапештская, д. 5, корп. 1, литер А|МКД|78:13:0007408:1043|b490a033-8212-4868-963d-1869d29e95d0|20ce816a-8a27-4902-b3e7-ad7dec973a84|40904000|ТСЖ|1069847087640|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКАЯ УЛ., Д.5, КОР.1"""|Многоквартирный|Исправный|34149.6000|||744|735|1|0|3|0|0|5|0
192242, Санкт-Петербург г, ул. Будапештская, д. 5, корп. 2, литер А|МКД|78:13:0007408:3032|bb3f3581-66c9-4888-9dbb-5f83a5ebd696|047752a9-10f0-4bba-adb8-582df426a8b8|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|12593.5000|12116.9||284|269|15|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 5, корп. 3, литер А|МКД|78:13:0007408:3033|fd6f45c9-261e-4e76-9abf-0dabe5e7db5b|82330ff9-dc1d-4aad-921e-b38789fb4736|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|12627.4000|12051.39||285|268|16|0|0|0|0|1|0
192242, Санкт-Петербург г, ул. Будапештская, д. 7, корп. 1, литер А|МКД|78:13:0007408:1044|bfb7719a-6e77-4fc1-9bd8-01e95cd25525|dcf5fac1-b61f-47da-8f31-287c17606c50|40904000|ТСЖ|1089847032813|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКАЯ-7"""|Многоквартирный|Исправный|18427.0000|18002.7||361|335|26|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 1, литер А|МКД|78:13:0007407:3021|946d535b-9bbe-4bf0-967e-00a701c499c5|a5e9f657-55ee-4378-abdf-544a5f5da88f|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|6973.8000|6863.11||162|139|23|0|0|0|12|0|11
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 2, литер А|МКД|78:13:0007407:5950|a8e0a0aa-4e78-4ba6-a84e-91b917e2ffd3|6e9f28a0-4799-498a-85c3-b5c76de88aaf|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|6900.7000|6843.93||163|139|24|0|0|0|4|0|4
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 4, литер А|МКД|78:13:0007407:3010|007d37e2-b2af-4f27-8f1a-476c669227e7|d9543c8c-f4d4-4f16-944d-ba96df7423a7|40902000|ТСЖ|1037835049438|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКИЙ"""|Многоквартирный|Исправный|6495.1000|5706.4||72|67|5|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 5, литер А|МКД|78:13:0007407:3006|406d17c7-b2bf-4c67-9fa2-0f81c6202517|ddf5ce3f-446e-4c96-85a0-32428de3c448|40902000|ТСЖ|1037835049438|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКИЙ"""|Многоквартирный|Исправный|1879.3000|1131.5||25|24|1|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 6, литер А|МКД|78:13:0007407:3004|f96da6cb-7920-42b4-81eb-827774ec6bbb|8526bbfc-2df2-41ba-b9c8-f1aa99d209ec|40902000|ТСЖ|1037835049438|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКИЙ"""|Многоквартирный|Исправный|6127.4000|5920.9||72|71|1|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 8, корп. 7, литер А|МКД|78:13:0007407:3013|5410a11f-e361-4dbd-9b9c-02edaf278b9d|5905bda0-7aaf-4174-b29d-da4be7932ebf|40902000|ТСЖ|1037835049438|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУДАПЕШТСКИЙ"""|Многоквартирный|Исправный|6314.6000|5259.1||71|64|7|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Будапештская, д. 8, литер А|МКД|78:13:0007407:5949|2cec6ce1-d664-4655-9218-c9b715970374|153c2d0b-2f8b-4461-959e-7a28ff3f02ed|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|11260.2000|11197.3||238|216|22|0|0|0|43|0|11
192242, Санкт-Петербург г, ул. Будапештская, д. 9, корп. 1, литер А|МКД|78:13:0007408:1057|009e3de9-9a69-405e-bcc7-1c14e28ead50|2f240a9a-b1c5-4c5f-aac7-3b35367a90ee|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|15808.1000|15528.2||522|493|29|0|0|0|8|0|8
192242, Санкт-Петербург г, ул. Будапештская, д. 9, корп. 2, строение 1|МКД|78:13:0007408:5956|03296cf3-15be-4ffa-997c-cb7b2c17a12d|b457df1e-e652-4f24-978a-6fb4ee401b1f|40904000|ЖК|1027808011714|"""ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ № 755"""|Многоквартирный|Исправный|5981.5000|5862||143|0|0|0|0|0|0|143|0
192242, Санкт-Петербург г, ул. Бухарестская, д. 23, корп. 1, литер А|МКД|78:13:0007407:3025|46d210cf-4cad-4103-8ceb-503cd2e49333|57522daa-d925-463d-b629-d7b488221e6c|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|60941.6000|49031.54||997|960|16|0|18|0|12|3|12
192242, Санкт-Петербург г, ул. Бухарестская, д. 23, корп. 2, литер А|МКД|78:13:0007407:5954|bfc636d8-fe9c-4ac4-8229-05895877f078|88c46926-e17c-44ba-b612-821570ea2d0b|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|6929.4000|6861.87||149|139|10|0|0|0|3|0|3
192242, Санкт-Петербург г, ул. Бухарестская, д. 23, корп. 3, литер А|МКД|78:13:0007407:5955|f03506f8-26ee-4ffc-a6b8-142ee50c2b18|c2a0d0c4-abc1-4ba6-b86d-61c7e5aa7e40|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|6955.0000|6888.17||149|139|10|0|0|0|0|0|0
192242, Санкт-Петербург г, ул. Бухарестская, д. 23, корп. 4, литер А|МКД|78:13:0007407:3003|a5a6eeda-f392-4fb0-8b70-93e652dc39bc|52b98324-802f-488c-bfc0-5a9e862506d3|40902000|ТСЖ|1037835039197|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""КУПЧИНО-1"""|Многоквартирный|Исправный|8761.0000|7989.9||146|141|5|0|0|0|2|0|1
192242, Санкт-Петербург г, ул. Бухарестская, д. 25, литер А|МКД|78:13:0007407:5956|753d9dba-65b3-458b-83ff-ebbea15f50c5|6767fe35-0dc3-44af-871c-2e1289464598|40902000|ЖК|1037835011433|ЖИЛИЩНЫЙ КООПЕРАТИВ № 44|Многоквартирный|Исправный|4955.4000|||87|78|8|0|0|0|0|1|0
192242, Санкт-Петербург г, ул. Бухарестская, д. 27, корп. 2, литер А|МКД|78:13:0007407:5957|5ea5a734-e2fd-41fe-a044-f604277da653|83c82a42-60f1-46b2-8633-3502a6ff15eb|40902000|ТСЖ|5067847265063|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""БУХАРЕСТСКАЯ 27-2"""|Многоквартирный|Исправный|7086.8000|4726.8||170|159|3|0|8|0|0|0|0
192242, Санкт-Петербург г, ул. Бухарестская, д. 27, корп. 3, литер А|МКД|78:13:0007407:5958|d3b32c17-0ba0-405d-8fe2-065f1f1dc041|813a4f24-85b8-4d50-9911-dfe4d67c44c4|40902000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|7112.5000|7011.72||175|160|15|0|0|0|1|0|1
192242, Санкт-Петербург г, ул. Турку, д. 2, корп. 1, литер А|МКД|78:13:0007408:3036|aef8848b-8dbb-4d92-ae23-7e83ef54495a|1c656881-971a-4907-bfe9-604d26f33802|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|18186.9000|17642.49||337|324|13|0|0|0|5|0|5
192242, Санкт-Петербург г, ул. Турку, д. 2, корп. 3, литер А|МКД|78:13:0007408:1064|3731f4bf-7c6a-4acf-8e5d-5144bd80ec94|3a6dfd6f-fa29-4bd4-ad85-0c682a8fd322|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|1526.8000|1140.8||35|28|7|0|0|0|1|0|1
192242, Санкт-Петербург г, ул. Турку, д. 2, корп. 4, литер А|МКД|78:13:0007408:3034|7cafe4da-3f6e-44f7-b11d-d2599f9313e7|62eabe09-9e13-4516-bd15-01b2821d160b|40904000|УО|1089847266398|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ФРУНЗЕНСКОГО РАЙОНА"""|Многоквартирный|Исправный|1492.7000|1473||37|36|1|0|0|0|2|0|2
